Business Line,Anonymized_PCP_UID,Anonymized_Facility_UID,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12
Minnesota Geriatrics,P84,F240,88,85,83,83,83,83,85,85,85,88,90,87
Minnesota Geriatrics,P84,F253,54,55,56,59,62,60,59,61,63,62,60,59
Minnesota Geriatrics,P84,F317,54,54,56,54,53,47,50,49,50,49,50,48
Minnesota Geriatrics,P84,F339,43,44,41,41,42,39,40,37,38,37,38,36
Minnesota Geriatrics,P84,F340,41,36,36,35,33,35,36,36,36,33,30,30
Minnesota Geriatrics,P84,F348,40,40,39,38,36,38,35,36,36,35,39,42
Minnesota Geriatrics,P84,F350,31,32,30,31,30,31,31,32,31,32,33,32
Minnesota Geriatrics,P84,F351,10,12,13,14,21,26,27,26,26,26,28,29
Minnesota Geriatrics,P84,F370,5,5,4,5,5,5,5,5,5,5,5,5
Minnesota Geriatrics,P84,F371,11,11,12,12,15,15,16,13,14,14,16,18
Minnesota Geriatrics,P84,F39,66,63,65,63,59,59,55,54,58,62,64,63
Minnesota Geriatrics,P84,F426,21,21,23,24,24,25,26,26,27,27,26,24
Minnesota Geriatrics,P84,F433,34,34,36,38,38,33,37,38,39,38,35,36
Minnesota Geriatrics,P84,F452,22,24,27,27,27,26,26,26,26,26,25,24
Minnesota Geriatrics,P84,F482,38,38,39,36,37,37,41,41,41,40,41,40
Minnesota Geriatrics,P84,F489,62,58,57,58,63,65,63,58,61,61,58,58
Minnesota Geriatrics,P84,F490,22,24,24,25,27,27,27,29,29,28,27,25
Minnesota Geriatrics,P84,F500,27,28,29,28,28,31,30,28,30,30,28,28
Minnesota Geriatrics,P84,F553,11,12,11,11,12,9,12,12,11,11,10,9
Minnesota Geriatrics,P84,F554,15,14,15,15,15,14,14,12,13,13,13,14
Minnesota Geriatrics,P84,F593,815,787,837,866,911,899,904,912,923,944,955,968
Minnesota Geriatrics,P84,F769,23,25,27,28,27,27,27,24,23,24,22,21
Minnesota Geriatrics,P84,F77,61,60,64,68,68,67,66,61,62,60,63,63
Minnesota Geriatrics,P84,F87,26,29,29,29,27,28,28,29,27,27,29,30
Minnesota Geriatrics,P84,F90,86,89,65,65,63,65,63,66,66,67,66,63
Minnesota Geriatrics,P84,F98,22,21,21,21,20,20,21,22,21,20,20,17
Minnesota Geriatrics,P85,F139,31,33,31,32,33,35,35,35,33,33,32,29
Minnesota Geriatrics,P85,F251,52,50,50,49,46,44,45,45,45,44,42,16
Minnesota Geriatrics,P85,F343,39,39,41,44,42,44,44,44,44,43,43,43
Minnesota Geriatrics,P85,F361,49,52,51,52,59,61,63,64,63,60,60,62
Minnesota Geriatrics,P85,F384,39,41,43,37,36,35,34,34,35,34,32,31
Minnesota Geriatrics,P85,F444,57,58,60,57,60,61,61,60,60,61,61,60
Minnesota Geriatrics,P85,F509,7,7,7,6,6,6,6,6,7,6,8,6
Minnesota Geriatrics,P85,F510,5,5,5,6,6,6,5,6,7,7,6,6
Minnesota Geriatrics,P85,F511,7,6,7,4,6,6,7,7,5,5,5,4
Minnesota Geriatrics,P85,F512,6,6,6,7,7,7,7,6,6,6,5,6
Minnesota Geriatrics,P85,F593,815,787,837,866,911,899,904,912,923,944,955,968
Minnesota Geriatrics,P85,F78,63,56,57,57,59,60,59,57,58,58,59,58
Minnesota Geriatrics,P85,F913,0,4,4,4,5,5,5,5,5,4,4,5
Minnesota Geriatrics,P87,F1,36,34,34,33,32,34,39,39,45,48,49,48
Minnesota Geriatrics,P87,F10,6,8,10,10,11,11,13,14,15,18,18,18
Minnesota Geriatrics,P87,F100,31,31,33,37,34,37,36,35,35,35,36,34
Minnesota Geriatrics,P87,F1045,0,0,26,24,20,19,21,22,21,21,24,25
Minnesota Geriatrics,P87,F1053,0,0,0,4,6,9,15,15,18,20,22,22
Minnesota Geriatrics,P87,F1078,0,0,0,0,1,6,13,21,24,22,27,27
Minnesota Geriatrics,P87,F1089,0,0,0,0,0,3,5,14,23,23,24,23
Minnesota Geriatrics,P87,F11,17,17,19,18,17,19,16,15,15,13,13,14
Minnesota Geriatrics,P87,F1104,0,0,0,0,0,2,9,11,11,12,12,12
Minnesota Geriatrics,P87,F1129,0,0,0,0,0,0,0,0,17,21,20,20
Minnesota Geriatrics,P87,F1131,0,0,0,0,0,0,0,0,5,10,10,10
Minnesota Geriatrics,P87,F1139,0,0,0,0,0,0,0,0,0,4,4,4
Minnesota Geriatrics,P87,F1140,0,0,0,0,0,0,0,0,0,1,1,1
Minnesota Geriatrics,P87,F1141,0,0,0,0,0,0,0,0,0,7,9,8
Minnesota Geriatrics,P87,F12,28,26,24,24,24,24,25,27,29,31,29,30
Minnesota Geriatrics,P87,F121,20,20,18,17,19,20,20,19,19,20,20,21
Minnesota Geriatrics,P87,F122,37,35,38,39,42,45,48,44,44,46,47,48
Minnesota Geriatrics,P87,F1221,0,0,0,0,0,0,0,0,0,0,0,0
Minnesota Geriatrics,P87,F129,33,34,38,38,40,42,39,42,45,47,44,43
Minnesota Geriatrics,P87,F135,45,45,43,46,49,49,50,53,54,49,48,51
Minnesota Geriatrics,P87,F136,53,55,56,55,59,59,57,61,64,63,61,58
Minnesota Geriatrics,P87,F142,34,31,31,31,29,29,30,29,28,25,25,24
Minnesota Geriatrics,P87,F152,52,52,50,51,50,48,49,50,49,50,48,50
Minnesota Geriatrics,P87,F155,54,52,54,56,58,56,57,58,61,67,67,66
Minnesota Geriatrics,P87,F161,26,26,27,26,27,26,27,27,27,27,26,26
Minnesota Geriatrics,P87,F162,16,16,18,19,20,17,17,17,18,17,17,16
Minnesota Geriatrics,P87,F165,90,90,86,84,84,83,81,79,76,77,56,55
Minnesota Geriatrics,P87,F166,1,1,3,3,4,6,5,5,5,5,24,22
Minnesota Geriatrics,P87,F170,93,97,97,91,91,94,91,89,91,89,83,68
Minnesota Geriatrics,P87,F186,24,22,20,19,18,16,16,15,15,15,15,15
Minnesota Geriatrics,P87,F187,49,48,48,49,49,50,54,54,54,53,51,51
Minnesota Geriatrics,P87,F190,28,30,30,27,29,30,29,29,29,26,26,30
Minnesota Geriatrics,P87,F198,50,48,46,45,42,41,46,45,46,49,52,50
Minnesota Geriatrics,P87,F2,47,50,52,54,54,53,51,54,56,56,57,52
Minnesota Geriatrics,P87,F200,71,71,73,70,75,72,70,67,66,68,63,61
Minnesota Geriatrics,P87,F207,24,23,24,26,27,27,31,31,32,32,30,29
Minnesota Geriatrics,P87,F209,32,30,34,34,33,30,32,30,29,31,30,32
Minnesota Geriatrics,P87,F215,40,37,37,37,37,36,34,32,32,30,29,29
Minnesota Geriatrics,P87,F241,22,22,21,20,18,18,17,18,18,20,19,20
Minnesota Geriatrics,P87,F247,43,42,43,45,48,46,45,43,45,43,46,44
Minnesota Geriatrics,P87,F248,63,64,62,66,65,68,67,65,65,64,60,60
Minnesota Geriatrics,P87,F253,54,55,56,59,62,60,59,61,63,62,60,59
Minnesota Geriatrics,P87,F261,44,42,40,42,42,43,44,43,41,43,41,40
Minnesota Geriatrics,P87,F270,47,50,50,50,50,51,48,46,45,46,45,44
Minnesota Geriatrics,P87,F278,7,7,7,7,7,7,8,8,8,8,8,8
Minnesota Geriatrics,P87,F28,33,33,35,39,40,36,35,36,39,41,40,42
Minnesota Geriatrics,P87,F285,23,23,25,28,28,28,28,27,26,28,30,30
Minnesota Geriatrics,P87,F288,48,48,49,49,51,54,53,54,53,54,54,54
Minnesota Geriatrics,P87,F297,34,35,36,36,34,34,38,39,40,40,39,38
Minnesota Geriatrics,P87,F3,36,37,35,35,36,34,34,32,33,33,33,33
Minnesota Geriatrics,P87,F31,42,42,43,42,41,43,44,45,44,41,44,44
Minnesota Geriatrics,P87,F32,31,30,29,28,28,27,28,27,27,24,23,21
Minnesota Geriatrics,P87,F326,55,55,55,55,55,55,57,60,59,58,57,59
Minnesota Geriatrics,P87,F351,10,12,13,14,21,26,27,26,26,26,28,29
Minnesota Geriatrics,P87,F362,22,21,21,24,24,26,27,24,24,21,24,24
Minnesota Geriatrics,P87,F371,11,11,12,12,15,15,16,13,14,14,16,18
Minnesota Geriatrics,P87,F372,50,49,47,46,47,48,48,46,49,49,49,50
Minnesota Geriatrics,P87,F379,73,70,70,73,73,76,76,78,80,79,79,81
Minnesota Geriatrics,P87,F393,35,35,35,33,33,35,35,32,30,14,11,8
Minnesota Geriatrics,P87,F394,50,50,53,54,50,54,51,53,53,51,51,53
Minnesota Geriatrics,P87,F40,16,17,16,16,15,16,16,16,15,16,15,15
Minnesota Geriatrics,P87,F401,15,15,14,14,14,13,13,13,12,11,13,13
Minnesota Geriatrics,P87,F406,18,17,18,18,18,17,18,20,22,26,22,24
Minnesota Geriatrics,P87,F41,45,45,47,45,45,44,43,41,40,40,41,40
Minnesota Geriatrics,P87,F413,5,6,5,5,6,5,5,4,4,4,4,4
Minnesota Geriatrics,P87,F414,6,6,5,6,6,6,6,6,6,6,6,7
Minnesota Geriatrics,P87,F415,5,5,5,3,4,4,4,5,5,5,4,6
Minnesota Geriatrics,P87,F420,18,17,17,20,34,36,38,35,36,37,39,38
Minnesota Geriatrics,P87,F43,36,39,39,39,37,37,41,41,41,42,42,43
Minnesota Geriatrics,P87,F439,58,58,57,54,53,52,50,51,50,52,49,51
Minnesota Geriatrics,P87,F440,26,25,24,23,23,24,24,24,24,24,26,25
Minnesota Geriatrics,P87,F451,56,53,51,54,57,60,64,65,64,61,62,63
Minnesota Geriatrics,P87,F456,28,27,28,28,28,28,28,29,30,30,32,33
Minnesota Geriatrics,P87,F478,53,50,49,48,53,56,55,55,54,50,49,46
Minnesota Geriatrics,P87,F481,41,40,40,40,39,39,40,40,40,41,41,39
Minnesota Geriatrics,P87,F483,39,36,36,34,35,37,37,35,38,42,45,44
Minnesota Geriatrics,P87,F49,50,56,58,60,59,58,55,55,56,56,57,57
Minnesota Geriatrics,P87,F490,22,24,24,25,27,27,27,29,29,28,27,25
Minnesota Geriatrics,P87,F493,21,18,18,18,16,15,14,15,15,15,8,8
Minnesota Geriatrics,P87,F495,33,32,34,37,38,40,42,55,65,72,72,73
Minnesota Geriatrics,P87,F501,49,47,45,43,42,43,43,44,44,43,43,44
Minnesota Geriatrics,P87,F507,41,41,40,41,42,41,45,47,48,46,47,49
Minnesota Geriatrics,P87,F523,19,18,18,19,17,17,18,20,21,20,22,22
Minnesota Geriatrics,P87,F536,20,20,22,21,21,21,21,21,20,21,21,20
Minnesota Geriatrics,P87,F537,9,9,10,10,10,11,10,10,10,10,9,10
Minnesota Geriatrics,P87,F548,24,25,25,26,28,28,28,26,25,25,26,25
Minnesota Geriatrics,P87,F581,30,31,30,30,30,28,28,28,28,28,29,28
Minnesota Geriatrics,P87,F591,23,22,22,23,23,23,24,25,28,28,27,26
Minnesota Geriatrics,P87,F593,815,787,837,866,911,899,904,912,923,944,955,968
Minnesota Geriatrics,P87,F594,14,13,17,15,17,15,17,14,14,18,21,23
Minnesota Geriatrics,P87,F599,17,20,19,18,21,21,22,26,27,29,25,24
Minnesota Geriatrics,P87,F618,24,23,20,22,24,25,27,27,28,28,26,28
Minnesota Geriatrics,P87,F621,6,7,9,9,10,11,11,11,13,13,14,14
Minnesota Geriatrics,P87,F649,8,8,8,8,8,8,8,9,9,7,8,8
Minnesota Geriatrics,P87,F661,5,5,6,6,6,6,6,6,6,6,6,6
Minnesota Geriatrics,P87,F662,5,4,4,4,4,4,5,5,5,5,5,5
Minnesota Geriatrics,P87,F684,16,19,26,23,22,22,22,23,29,30,33,31
Minnesota Geriatrics,P87,F71,61,57,52,54,53,51,49,51,53,49,57,57
Minnesota Geriatrics,P87,F713,30,32,34,32,30,29,29,30,28,26,27,29
Minnesota Geriatrics,P87,F724,31,30,31,34,32,34,37,38,40,42,42,40
Minnesota Geriatrics,P87,F733,10,10,10,10,10,10,9,8,10,9,10,12
Minnesota Geriatrics,P87,F765,6,6,6,6,6,6,6,6,6,6,6,6
Minnesota Geriatrics,P87,F766,6,6,6,6,4,4,3,6,5,4,4,4
Minnesota Geriatrics,P87,F769,23,25,27,28,27,27,27,24,23,24,22,21
Minnesota Geriatrics,P87,F77,61,60,64,68,68,67,66,61,62,60,63,63
Minnesota Geriatrics,P87,F79,14,14,14,14,14,14,14,12,11,11,11,10
Minnesota Geriatrics,P87,F81,23,24,23,23,20,20,20,19,21,21,21,20
Minnesota Geriatrics,P87,F820,13,13,17,16,15,16,15,15,16,15,15,14
Minnesota Geriatrics,P87,F880,0,4,8,11,13,16,19,21,21,20,19,24
Minnesota Geriatrics,P87,F913,0,4,4,4,5,5,5,5,5,4,4,5
Minnesota Geriatrics,P88,F1031,0,0,27,29,29,31,31,32,31,31,36,37
Minnesota Geriatrics,P88,F108,25,25,24,27,26,25,24,22,24,22,20,24
Minnesota Geriatrics,P88,F160,5,6,8,10,10,13,13,14,16,16,17,19
Minnesota Geriatrics,P88,F186,24,22,20,19,18,16,16,15,15,15,15,15
Minnesota Geriatrics,P88,F19,71,71,70,69,69,63,61,63,61,62,60,61
Minnesota Geriatrics,P88,F193,34,33,30,29,29,30,32,32,32,33,30,30
Minnesota Geriatrics,P88,F199,32,37,37,37,40,42,45,46,52,59,64,63
Minnesota Geriatrics,P88,F208,35,41,41,39,39,37,36,35,33,34,35,35
Minnesota Geriatrics,P88,F263,53,51,48,47,47,45,45,45,44,9,4,2
Minnesota Geriatrics,P88,F275,18,19,20,22,20,24,27,26,28,26,26,28
Minnesota Geriatrics,P88,F277,26,25,27,28,28,27,24,25,26,27,28,25
Minnesota Geriatrics,P88,F288,48,48,49,49,51,54,53,54,53,54,54,54
Minnesota Geriatrics,P88,F3,36,37,35,35,36,34,34,32,33,33,33,33
Minnesota Geriatrics,P88,F37,15,17,17,14,14,15,16,16,15,14,15,15
Minnesota Geriatrics,P88,F376,23,21,24,32,32,31,33,32,33,33,32,31
Minnesota Geriatrics,P88,F378,42,42,43,41,47,47,51,52,54,55,55,56
Minnesota Geriatrics,P88,F38,31,31,32,35,36,36,39,40,40,36,38,36
Minnesota Geriatrics,P88,F394,50,50,53,54,50,54,51,53,53,51,51,53
Minnesota Geriatrics,P88,F402,16,16,16,16,14,13,13,14,15,15,15,15
Minnesota Geriatrics,P88,F406,18,17,18,18,18,17,18,20,22,26,22,24
Minnesota Geriatrics,P88,F465,18,17,18,17,18,18,18,22,21,21,23,23
Minnesota Geriatrics,P88,F466,6,8,10,10,11,12,12,15,16,16,16,17
Minnesota Geriatrics,P88,F482,38,38,39,36,37,37,41,41,41,40,41,40
Minnesota Geriatrics,P88,F484,54,54,53,55,54,53,55,54,51,53,51,47
Minnesota Geriatrics,P88,F487,43,48,48,46,48,48,48,45,44,45,45,44
Minnesota Geriatrics,P88,F488,25,23,22,23,26,25,26,25,25,25,25,25
Minnesota Geriatrics,P88,F490,22,24,24,25,27,27,27,29,29,28,27,25
Minnesota Geriatrics,P88,F509,7,7,7,6,6,6,6,6,7,6,8,6
Minnesota Geriatrics,P88,F559,21,20,18,19,20,20,18,18,19,17,20,18
Minnesota Geriatrics,P88,F593,815,787,837,866,911,899,904,912,923,944,955,968
Minnesota Geriatrics,P88,F604,23,21,19,14,15,16,18,18,17,17,16,16
Minnesota Geriatrics,P88,F71,61,57,52,54,53,51,49,51,53,49,57,57
Minnesota Geriatrics,P88,F81,23,24,23,23,20,20,20,19,21,21,21,20
Minnesota Geriatrics,P88,F88,80,80,75,76,77,84,85,80,78,81,82,88
Minnesota Geriatrics,P88,F880,0,4,8,11,13,16,19,21,21,20,19,24
Minnesota Geriatrics,P9,F108,25,25,24,27,26,25,24,22,24,22,20,24
Minnesota Geriatrics,P9,F122,37,35,38,39,42,45,48,44,44,46,47,48
Minnesota Geriatrics,P9,F124,37,36,37,37,37,37,35,34,37,36,33,33
Minnesota Geriatrics,P9,F158,55,55,54,36,38,38,37,39,39,37,35,36
Minnesota Geriatrics,P9,F160,5,6,8,10,10,13,13,14,16,16,17,19
Minnesota Geriatrics,P9,F19,71,71,70,69,69,63,61,63,61,62,60,61
Minnesota Geriatrics,P9,F193,34,33,30,29,29,30,32,32,32,33,30,30
Minnesota Geriatrics,P9,F199,32,37,37,37,40,42,45,46,52,59,64,63
Minnesota Geriatrics,P9,F201,46,46,45,47,46,44,43,43,42,43,45,43
Minnesota Geriatrics,P9,F275,18,19,20,22,20,24,27,26,28,26,26,28
Minnesota Geriatrics,P9,F288,48,48,49,49,51,54,53,54,53,54,54,54
Minnesota Geriatrics,P9,F376,23,21,24,32,32,31,33,32,33,33,32,31
Minnesota Geriatrics,P9,F378,42,42,43,41,47,47,51,52,54,55,55,56
Minnesota Geriatrics,P9,F385,38,41,41,40,41,39,39,37,42,41,38,37
Minnesota Geriatrics,P9,F402,16,16,16,16,14,13,13,14,15,15,15,15
Minnesota Geriatrics,P9,F403,13,15,16,16,17,16,13,12,13,13,16,16
Minnesota Geriatrics,P9,F466,6,8,10,10,11,12,12,15,16,16,16,17
Minnesota Geriatrics,P9,F482,38,38,39,36,37,37,41,41,41,40,41,40
Minnesota Geriatrics,P9,F487,43,48,48,46,48,48,48,45,44,45,45,44
Minnesota Geriatrics,P9,F488,25,23,22,23,26,25,26,25,25,25,25,25
Minnesota Geriatrics,P9,F559,21,20,18,19,20,20,18,18,19,17,20,18
Minnesota Geriatrics,P9,F593,815,787,837,866,911,899,904,912,923,944,955,968
Minnesota Geriatrics,P9,F723,25,24,25,26,25,25,21,22,23,24,24,23
Minnesota Geriatrics,P9,F876,7,7,8,10,11,12,12,13,15,18,18,19
Minnesota Geriatrics,P96,F1,36,34,34,33,32,34,39,39,45,48,49,48
Minnesota Geriatrics,P96,F1099,0,0,0,0,0,0,5,5,7,9,9,9
Minnesota Geriatrics,P96,F1134,0,0,0,0,0,0,0,0,5,5,8,9
Minnesota Geriatrics,P96,F1169,0,0,0,0,0,0,0,0,0,0,2,4
Minnesota Geriatrics,P96,F121,20,20,18,17,19,20,20,19,19,20,20,21
Minnesota Geriatrics,P96,F122,37,35,38,39,42,45,48,44,44,46,47,48
Minnesota Geriatrics,P96,F128,32,31,28,31,30,31,32,35,34,32,32,33
Minnesota Geriatrics,P96,F160,5,6,8,10,10,13,13,14,16,16,17,19
Minnesota Geriatrics,P96,F170,93,97,97,91,91,94,91,89,91,89,83,68
Minnesota Geriatrics,P96,F2,47,50,52,54,54,53,51,54,56,56,57,52
Minnesota Geriatrics,P96,F235,34,35,36,35,36,35,36,37,37,39,39,39
Minnesota Geriatrics,P96,F241,22,22,21,20,18,18,17,18,18,20,19,20
Minnesota Geriatrics,P96,F275,18,19,20,22,20,24,27,26,28,26,26,28
Minnesota Geriatrics,P96,F353,37,37,39,36,35,37,41,40,40,38,38,37
Minnesota Geriatrics,P96,F384,39,41,43,37,36,35,34,34,35,34,32,31
Minnesota Geriatrics,P96,F419,30,29,0,0,0,0,0,0,0,0,0,0
Minnesota Geriatrics,P96,F48,21,22,22,22,22,23,24,24,25,26,25,23
Minnesota Geriatrics,P96,F49,50,56,58,60,59,58,55,55,56,56,57,57
Minnesota Geriatrics,P96,F559,21,20,18,19,20,20,18,18,19,17,20,18
Minnesota Geriatrics,P96,F593,815,787,837,866,911,899,904,912,923,944,955,968
Minnesota Geriatrics,P96,F599,17,20,19,18,21,21,22,26,27,29,25,24
Minnesota Geriatrics,P96,F684,16,19,26,23,22,22,22,23,29,30,33,31
Minnesota Geriatrics,P96,F78,63,56,57,57,59,60,59,57,58,58,59,58
Minnesota Geriatrics,P96,F93,26,24,25,24,26,25,26,26,27,28,29,30
Minnesota Geriatrics,P98,F1,36,34,34,33,32,34,39,39,45,48,49,48
Minnesota Geriatrics,P98,F1045,0,0,26,24,20,19,21,22,21,21,24,25
Minnesota Geriatrics,P98,F108,25,25,24,27,26,25,24,22,24,22,20,24
Minnesota Geriatrics,P98,F1099,0,0,0,0,0,0,5,5,7,9,9,9
Minnesota Geriatrics,P98,F1169,0,0,0,0,0,0,0,0,0,0,2,4
Minnesota Geriatrics,P98,F121,20,20,18,17,19,20,20,19,19,20,20,21
Minnesota Geriatrics,P98,F123,62,63,62,60,60,61,65,62,63,64,65,62
Minnesota Geriatrics,P98,F128,32,31,28,31,30,31,32,35,34,32,32,33
Minnesota Geriatrics,P98,F129,33,34,38,38,40,42,39,42,45,47,44,43
Minnesota Geriatrics,P98,F161,26,26,27,26,27,26,27,27,27,27,26,26
Minnesota Geriatrics,P98,F162,16,16,18,19,20,17,17,17,18,17,17,16
Minnesota Geriatrics,P98,F170,93,97,97,91,91,94,91,89,91,89,83,68
Minnesota Geriatrics,P98,F19,71,71,70,69,69,63,61,63,61,62,60,61
Minnesota Geriatrics,P98,F193,34,33,30,29,29,30,32,32,32,33,30,30
Minnesota Geriatrics,P98,F2,47,50,52,54,54,53,51,54,56,56,57,52
Minnesota Geriatrics,P98,F200,71,71,73,70,75,72,70,67,66,68,63,61
Minnesota Geriatrics,P98,F208,35,41,41,39,39,37,36,35,33,34,35,35
Minnesota Geriatrics,P98,F231,48,48,48,52,53,51,52,52,49,53,55,56
Minnesota Geriatrics,P98,F237,27,28,27,28,27,27,24,26,25,27,30,30
Minnesota Geriatrics,P98,F238,43,45,47,44,41,46,46,43,42,42,42,43
Minnesota Geriatrics,P98,F275,18,19,20,22,20,24,27,26,28,26,26,28
Minnesota Geriatrics,P98,F278,7,7,7,7,7,7,8,8,8,8,8,8
Minnesota Geriatrics,P98,F285,23,23,25,28,28,28,28,27,26,28,30,30
Minnesota Geriatrics,P98,F306,35,38,11,11,10,9,10,10,10,10,9,8
Minnesota Geriatrics,P98,F348,40,40,39,38,36,38,35,36,36,35,39,42
Minnesota Geriatrics,P98,F353,37,37,39,36,35,37,41,40,40,38,38,37
Minnesota Geriatrics,P98,F37,15,17,17,14,14,15,16,16,15,14,15,15
Minnesota Geriatrics,P98,F378,42,42,43,41,47,47,51,52,54,55,55,56
Minnesota Geriatrics,P98,F379,73,70,70,73,73,76,76,78,80,79,79,81
Minnesota Geriatrics,P98,F384,39,41,43,37,36,35,34,34,35,34,32,31
Minnesota Geriatrics,P98,F394,50,50,53,54,50,54,51,53,53,51,51,53
Minnesota Geriatrics,P98,F40,16,17,16,16,15,16,16,16,15,16,15,15
Minnesota Geriatrics,P98,F401,15,15,14,14,14,13,13,13,12,11,13,13
Minnesota Geriatrics,P98,F41,45,45,47,45,45,44,43,41,40,40,41,40
Minnesota Geriatrics,P98,F419,30,29,0,0,0,0,0,0,0,0,0,0
Minnesota Geriatrics,P98,F433,34,34,36,38,38,33,37,38,39,38,35,36
Minnesota Geriatrics,P98,F434,28,27,28,30,29,29,29,28,29,29,29,25
Minnesota Geriatrics,P98,F466,6,8,10,10,11,12,12,15,16,16,16,17
Minnesota Geriatrics,P98,F471,4,6,8,12,13,10,13,14,14,14,18,17
Minnesota Geriatrics,P98,F478,53,50,49,48,53,56,55,55,54,50,49,46
Minnesota Geriatrics,P98,F48,21,22,22,22,22,23,24,24,25,26,25,23
Minnesota Geriatrics,P98,F482,38,38,39,36,37,37,41,41,41,40,41,40
Minnesota Geriatrics,P98,F483,39,36,36,34,35,37,37,35,38,42,45,44
Minnesota Geriatrics,P98,F487,43,48,48,46,48,48,48,45,44,45,45,44
Minnesota Geriatrics,P98,F49,50,56,58,60,59,58,55,55,56,56,57,57
Minnesota Geriatrics,P98,F523,19,18,18,19,17,17,18,20,21,20,22,22
Minnesota Geriatrics,P98,F559,21,20,18,19,20,20,18,18,19,17,20,18
Minnesota Geriatrics,P98,F581,30,31,30,30,30,28,28,28,28,28,29,28
Minnesota Geriatrics,P98,F593,815,787,837,866,911,899,904,912,923,944,955,968
Minnesota Geriatrics,P98,F632,14,13,13,13,13,15,15,15,16,18,18,18
Minnesota Geriatrics,P98,F649,8,8,8,8,8,8,8,9,9,7,8,8
Minnesota Geriatrics,P98,F684,16,19,26,23,22,22,22,23,29,30,33,31
Minnesota Geriatrics,P98,F733,10,10,10,10,10,10,9,8,10,9,10,12
Minnesota Geriatrics,P98,F78,63,56,57,57,59,60,59,57,58,58,59,58
Minnesota Geriatrics,P98,F79,14,14,14,14,14,14,14,12,11,11,11,10
Minnesota Geriatrics,P98,F820,13,13,17,16,15,16,15,15,16,15,15,14
Wisconsin Geriatrics,P104,F119,36,36,34,36,35,37,39,36,37,39,38,36
Wisconsin Geriatrics,P104,F175,13,13,14,14,15,15,16,16,15,13,14,16
Wisconsin Geriatrics,P104,F232,14,13,9,9,8,8,8,10,12,16,15,13
Wisconsin Geriatrics,P104,F301,19,21,22,27,27,27,28,26,26,28,28,27
Wisconsin Geriatrics,P104,F302,14,16,16,16,15,13,13,13,14,13,13,14
Wisconsin Geriatrics,P104,F396,20,21,19,19,19,20,19,18,18,17,17,17
Wisconsin Geriatrics,P104,F418,13,12,8,8,9,12,12,15,13,11,13,11
Wisconsin Geriatrics,P104,F473,21,21,22,22,22,21,19,20,20,20,21,21
Wisconsin Geriatrics,P104,F508,9,7,8,9,9,9,9,10,9,9,8,8
Wisconsin Geriatrics,P104,F52,10,11,11,12,12,11,11,10,9,10,11,11
Wisconsin Geriatrics,P104,F529,11,13,14,14,14,14,13,13,14,14,14,12
Wisconsin Geriatrics,P104,F53,11,11,11,10,10,9,9,9,8,9,9,6
Wisconsin Geriatrics,P104,F54,9,9,7,7,6,6,6,6,6,6,5,5
Wisconsin Geriatrics,P104,F651,9,7,8,8,11,13,12,10,12,13,13,11
Wisconsin Geriatrics,P104,F758,29,28,30,28,28,30,31,30,33,31,31,28
Wisconsin Geriatrics,P104,F782,9,11,11,12,12,15,14,12,12,12,13,12
Wisconsin Geriatrics,P104,F819,11,13,12,12,12,10,12,13,12,11,13,11
Wisconsin Geriatrics,P107,F194,12,11,10,9,10,12,11,11,12,12,12,11
Wisconsin Geriatrics,P107,F300,28,27,25,29,31,31,31,32,33,30,31,31
Wisconsin Geriatrics,P107,F538,18,17,16,18,19,16,16,16,17,17,15,16
Wisconsin Geriatrics,P107,F72,45,50,52,53,56,55,59,58,60,63,62,59
Wisconsin Geriatrics,P107,F729,11,14,13,12,14,14,16,14,15,17,18,18
Wisconsin Geriatrics,P112,F111,24,24,26,29,29,29,28,28,27,25,26,25
Wisconsin Geriatrics,P112,F219,33,30,29,29,27,26,25,25,24,25,25,25
Wisconsin Geriatrics,P112,F300,28,27,25,29,31,31,31,32,33,30,31,31
Wisconsin Geriatrics,P112,F318,5,6,6,6,6,5,5,6,6,6,6,6
Wisconsin Geriatrics,P112,F319,27,29,29,29,27,30,29,29,29,30,31,32
Wisconsin Geriatrics,P112,F335,40,41,44,44,44,42,41,43,46,46,43,39
Wisconsin Geriatrics,P112,F636,19,18,17,16,17,17,16,18,18,16,16,17
Wisconsin Geriatrics,P112,F637,21,19,18,19,21,20,20,18,22,21,18,17
Wisconsin Geriatrics,P112,F705,15,14,14,15,16,14,16,15,15,15,12,14
Wisconsin Geriatrics,P112,F762,3,3,3,3,3,3,3,4,4,4,4,5
Wisconsin Geriatrics,P112,F763,3,3,3,3,2,2,2,2,2,2,2,2
Wisconsin Geriatrics,P112,F764,3,3,3,3,3,3,3,3,4,4,3,3
Wisconsin Geriatrics,P112,F790,12,13,14,18,17,20,22,21,21,22,23,21
Wisconsin Geriatrics,P112,F801,23,22,21,20,22,24,23,22,23,24,27,30
Wisconsin Geriatrics,P112,F831,1,1,1,1,1,1,2,2,2,2,2,2
Wisconsin Geriatrics,P112,F872,3,3,3,2,2,2,2,2,2,3,3,3
Wisconsin Geriatrics,P112,F91,48,54,51,55,51,53,58,59,60,59,55,58
Wisconsin Geriatrics,P116,F1040,0,0,0,7,14,27,29,31,32,33,33,34
Wisconsin Geriatrics,P116,F1051,0,0,0,5,6,9,11,11,13,11,8,8
